LAD_CODE,RESULT
E07000229,"[
  {
    ""latitude"": 50.8142,
    ""longitude"": -0.3748,
    ""name"": ""Worthing""
  },
  {
    ""latitude"": 50.8156,
    ""longitude"": -0.4267,
    ""name"": ""Goring-by-Sea""
  },
  {
    ""latitude"": 50.8294,
    ""longitude"": -0.4011,
    ""name"": ""Durrington""
  },
  {
    ""latitude"": 50.8294,
    ""longitude"": -0.3789,
    ""name"": ""Broadwater""
  },
  {
    ""latitude"": 50.8142,
    ""longitude"": -0.3536,
    ""name"": ""East Worthing""
  },
  {
    ""latitude"": 50.8236,
    ""longitude"": -0.3967,
    ""name"": ""Tarring""
  },
  {
    ""latitude"": 50.8456,
    ""longitude"": -0.3967,
    ""name"": ""Findon Valley""
  },
  {
    ""latitude"": 50.835,
    ""longitude"": -0.4156,
    ""name"": ""Salvington""
  },
  {
    ""latitude"": 50.8142,
    ""longitude"": -0.3856,
    ""name"": ""Heene""
  },
  {
    ""latitude"": 50.8456,
    ""longitude"": -0.4156,
    ""name"": ""High Salvington""
  }
]"
E07000245,"[
  {
    ""latitude"": 51.015,
    ""longitude"": -3.1,
    ""name"": ""Taunton""
  },
  {
    ""latitude"": 50.9421,
    ""longitude"": -2.632,
    ""name"": ""Yeovil""
  },
  {
    ""latitude"": 51.128,
    ""longitude"": -2.9925,
    ""name"": ""Bridgwater""
  },
  {
    ""latitude"": 50.98,
    ""longitude"": -3.225,
    ""name"": ""Wellington""
  },
  {
    ""latitude"": 50.873,
    ""longitude"": -2.958,
    ""name"": ""Chard""
  },
  {
    ""latitude"": 50.884,
    ""longitude"": -2.794,
    ""name"": ""Crewkerne""
  },
  {
    ""latitude"": 50.926,
    ""longitude"": -2.91,
    ""name"": ""Ilminster""
  },
  {
    ""latitude"": 51.038,
    ""longitude"": -2.827,
    ""name"": ""Langport""
  },
  {
    ""latitude"": 50.973,
    ""longitude"": -2.766,
    ""name"": ""Martock""
  },
  {
    ""latitude"": 51.161,
    ""longitude"": -3.319,
    ""name"": ""Williton""
  }
]"
E08000001,"[
  {
    ""latitude"": 53.5785,
    ""longitude"": -2.4282,
    ""name"": ""Bolton""
  },
  {
    ""latitude"": 53.55,
    ""longitude"": -2.4,
    ""name"": ""Farnworth""
  },
  {
    ""latitude"": 53.6,
    ""longitude"": -2.54,
    ""name"": ""Horwich""
  },
  {
    ""latitude"": 53.55,
    ""longitude"": -2.52,
    ""name"": ""Westhoughton""
  },
  {
    ""latitude"": 53.56,
    ""longitude"": -2.37,
    ""name"": ""Little Lever""
  },
  {
    ""latitude"": 53.54,
    ""longitude"": -2.38,
    ""name"": ""Kearsley""
  },
  {
    ""latitude"": 53.59,
    ""longitude"": -2.58,
    ""name"": ""Blackrod""
  },
  {
    ""latitude"": 53.61,
    ""longitude"": -2.41,
    ""name"": ""Bromley Cross""
  },
  {
    ""latitude"": 53.58,
    ""longitude"": -2.4,
    ""name"": ""Tonge""
  },
  {
    ""latitude"": 53.59,
    ""longitude"": -2.44,
    ""name"": ""Halliwell""
  }
]"
E08000002,"[
  {
    ""latitude"": 53.5933,
    ""longitude"": -2.297,
    ""name"": ""Bury""
  },
  {
    ""latitude"": 53.5311,
    ""longitude"": -2.2809,
    ""name"": ""Prestwich""
  },
  {
    ""latitude"": 53.5617,
    ""longitude"": -2.3262,
    ""name"": ""Radcliffe""
  },
  {
    ""latitude"": 53.5506,
    ""longitude"": -2.2994,
    ""name"": ""Whitefield""
  },
  {
    ""latitude"": 53.65,
    ""longitude"": -2.3167,
    ""name"": ""Ramsbottom""
  },
  {
    ""latitude"": 53.6167,
    ""longitude"": -2.3333,
    ""name"": ""Tottington""
  },
  {
    ""latitude"": 53.5667,
    ""longitude"": -2.2833,
    ""name"": ""Unsworth""
  },
  {
    ""latitude"": 53.6333,
    ""longitude"": -2.3167,
    ""name"": ""Summerseat""
  },
  {
    ""latitude"": 53.6167,
    ""longitude"": -2.2833,
    ""name"": ""Walmersley""
  },
  {
    ""latitude"": 53.5833,
    ""longitude"": -2.35,
    ""name"": ""Ainsworth""
  }
]"
E08000003,"[
  {
    ""latitude"": 53.4808,
    ""longitude"": -2.2426,
    ""name"": ""Manchester City Centre""
  },
  {
    ""latitude"": 53.4185,
    ""longitude"": -2.2309,
    ""name"": ""Didsbury""
  },
  {
    ""latitude"": 53.4427,
    ""longitude"": -2.2724,
    ""name"": ""Chorlton""
  },
  {
    ""latitude"": 53.4557,
    ""longitude"": -2.2251,
    ""name"": ""Rusholme""
  },
  {
    ""latitude"": 53.4425,
    ""longitude"": -2.2294,
    ""name"": ""Fallowfield""
  },
  {
    ""latitude"": 53.4425,
    ""longitude"": -2.1932,
    ""name"": ""Levenshulme""
  },
  {
    ""latitude"": 53.3805,
    ""longitude"": -2.2655,
    ""name"": ""Wythenshawe""
  },
  {
    ""latitude"": 53.4559,
    ""longitude"": -2.2428,
    ""name"": ""Moss Side""
  },
  {
    ""latitude"": 53.4659,
    ""longitude"": -2.2493,
    ""name"": ""Hulme""
  },
  {
    ""latitude"": 53.4841,
    ""longitude"": -2.2271,
    ""name"": ""Ancoats""
  }
]"
E08000004,"[
  {
    ""latitude"": 53.5409,
    ""longitude"": -2.1166,
    ""name"": ""Oldham""
  },
  {
    ""latitude"": 53.5472,
    ""longitude"": -2.1439,
    ""name"": ""Chadderton""
  },
  {
    ""latitude"": 53.5667,
    ""longitude"": -2.1167,
    ""name"": ""Royton""
  },
  {
    ""latitude"": 53.5764,
    ""longitude"": -2.0909,
    ""name"": ""Shaw""
  },
  {
    ""latitude"": 53.5083,
    ""longitude"": -2.1628,
    ""name"": ""Failsworth""
  },
  {
    ""latitude"": 53.55,
    ""longitude"": -2.0167,
    ""name"": ""Saddleworth""
  },
  {
    ""latitude"": 53.5333,
    ""longitude"": -2.0667,
    ""name"": ""Lees""
  },
  {
    ""latitude"": 53.55,
    ""longitude"": -2,
    ""name"": ""Uppermill""
  },
  {
    ""latitude"": 53.5167,
    ""longitude"": -2.1333,
    ""name"": ""Hollinwood""
  },
  {
    ""latitude"": 53.5833,
    ""longitude"": -2.1,
    ""name"": ""Crompton""
  }
]"
E08000005,"[
  {
    ""latitude"": 53.6143,
    ""longitude"": -2.1608,
    ""name"": ""Rochdale""
  },
  {
    ""latitude"": 53.5553,
    ""longitude"": -2.1887,
    ""name"": ""Middleton""
  },
  {
    ""latitude"": 53.5942,
    ""longitude"": -2.2283,
    ""name"": ""Heywood""
  },
  {
    ""latitude"": 53.6428,
    ""longitude"": -2.0993,
    ""name"": ""Littleborough""
  },
  {
    ""latitude"": 53.6068,
    ""longitude"": -2.1119,
    ""name"": ""Milnrow""
  },
  {
    ""latitude"": 53.65,
    ""longitude"": -2.1333,
    ""name"": ""Wardle""
  },
  {
    ""latitude"": 53.6333,
    ""longitude"": -2.2167,
    ""name"": ""Norden""
  },
  {
    ""latitude"": 53.5917,
    ""longitude"": -2.1833,
    ""name"": ""Castleton""
  },
  {
    ""latitude"": 53.5964,
    ""longitude"": -2.0986,
    ""name"": ""Newhey""
  },
  {
    ""latitude"": 53.6333,
    ""longitude"": -2.1167,
    ""name"": ""Smithy Bridge""
  }
]"
E08000006,"[
  {
    ""latitude"": 53.4875,
    ""longitude"": -2.2931,
    ""name"": ""Salford""
  },
  {
    ""latitude"": 53.4836,
    ""longitude"": -2.3348,
    ""name"": ""Eccles""
  },
  {
    ""latitude"": 53.5106,
    ""longitude"": -2.3425,
    ""name"": ""Swinton""
  },
  {
    ""latitude"": 53.5253,
    ""longitude"": -2.3998,
    ""name"": ""Walkden""
  },
  {
    ""latitude"": 53.5,
    ""longitude"": -2.383,
    ""name"": ""Worsley""
  },
  {
    ""latitude"": 53.4486,
    ""longitude"": -2.4214,
    ""name"": ""Irlam""
  },
  {
    ""latitude"": 53.4833,
    ""longitude"": -2.2867,
    ""name"": ""Pendleton""
  },
  {
    ""latitude"": 53.495,
    ""longitude"": -2.2561,
    ""name"": ""Broughton""
  },
  {
    ""latitude"": 53.5333,
    ""longitude"": -2.4167,
    ""name"": ""Little Hulton""
  },
  {
    ""latitude"": 53.4333,
    ""longitude"": -2.45,
    ""name"": ""Cadishead""
  }
]"
E08000007,"[
  {
    ""latitude"": 53.4083,
    ""longitude"": -2.158,
    ""name"": ""Stockport""
  },
  {
    ""latitude"": 53.3936,
    ""longitude"": -2.2149,
    ""name"": ""Cheadle""
  },
  {
    ""latitude"": 53.3583,
    ""longitude"": -2.1551,
    ""name"": ""Bramhall""
  },
  {
    ""latitude"": 53.3972,
    ""longitude"": -2.0631,
    ""name"": ""Marple""
  },
  {
    ""latitude"": 53.4333,
    ""longitude"": -2.1667,
    ""name"": ""Reddish""
  },
  {
    ""latitude"": 53.3778,
    ""longitude"": -2.1128,
    ""name"": ""Hazel Grove""
  },
  {
    ""latitude"": 53.42,
    ""longitude"": -2.19,
    ""name"": ""Heaton Moor""
  },
  {
    ""latitude"": 53.4167,
    ""longitude"": -2.1167,
    ""name"": ""Bredbury""
  },
  {
    ""latitude"": 53.3917,
    ""longitude"": -2.1333,
    ""name"": ""Offerton""
  },
  {
    ""latitude"": 53.425,
    ""longitude"": -2.1833,
    ""name"": ""Heaton Chapel""
  }
]"
E08000008,"[
  {
    ""latitude"": 53.4875,
    ""longitude"": -2.0902,
    ""name"": ""Tameside""
  },
  {
    ""latitude"": 53.4894,
    ""longitude"": -2.0977,
    ""name"": ""Ashton-under-Lyne""
  },
  {
    ""latitude"": 53.4512,
    ""longitude"": -2.0795,
    ""name"": ""Hyde""
  },
  {
    ""latitude"": 53.4843,
    ""longitude"": -2.0583,
    ""name"": ""Stalybridge""
  },
  {
    ""latitude"": 53.4561,
    ""longitude"": -2.1133,
    ""name"": ""Denton""
  },
  {
    ""latitude"": 53.4803,
    ""longitude"": -2.1461,
    ""name"": ""Droylsden""
  },
  {
    ""latitude"": 53.4747,
    ""longitude"": -2.0897,
    ""name"": ""Dukinfield""
  },
  {
    ""latitude"": 53.5167,
    ""longitude"": -2.025,
    ""name"": ""Mossley""
  },
  {
    ""latitude"": 53.4667,
    ""longitude"": -2.1208,
    ""name"": ""Audenshaw""
  },
  {
    ""latitude"": 53.4333,
    ""longitude"": -2.05,
    ""name"": ""Hattersley""
  }
]"
E08000009,"[
  {
    ""latitude"": 53.4167,
    ""longitude"": -2.3522,
    ""name"": ""Trafford""
  },
  {
    ""latitude"": 53.425,
    ""longitude"": -2.32,
    ""name"": ""Sale""
  },
  {
    ""latitude"": 53.39,
    ""longitude"": -2.347,
    ""name"": ""Altrincham""
  },
  {
    ""latitude"": 53.446,
    ""longitude"": -2.308,
    ""name"": ""Stretford""
  },
  {
    ""latitude"": 53.448,
    ""longitude"": -2.353,
    ""name"": ""Urmston""
  },
  {
    ""latitude"": 53.417,
    ""longitude"": -2.428,
    ""name"": ""Partington""
  },
  {
    ""latitude"": 53.4,
    ""longitude"": -2.328,
    ""name"": ""Timperley""
  },
  {
    ""latitude"": 53.378,
    ""longitude"": -2.35,
    ""name"": ""Hale""
  },
  {
    ""latitude"": 53.383,
    ""longitude"": -2.365,
    ""name"": ""Bowdon""
  },
  {
    ""latitude"": 53.425,
    ""longitude"": -2.395,
    ""name"": ""Carrington""
  }
]"
E08000010,"[
  {
    ""latitude"": 53.5452,
    ""longitude"": -2.6333,
    ""name"": ""Wigan""
  },
  {
    ""latitude"": 53.498,
    ""longitude"": -2.52,
    ""name"": ""Leigh""
  },
  {
    ""latitude"": 53.4868,
    ""longitude"": -2.6387,
    ""name"": ""Ashton-in-Makerfield""
  },
  {
    ""latitude"": 53.535,
    ""longitude"": -2.578,
    ""name"": ""Hindley""
  },
  {
    ""latitude"": 53.526,
    ""longitude"": -2.495,
    ""name"": ""Atherton""
  },
  {
    ""latitude"": 53.476,
    ""longitude"": -2.598,
    ""name"": ""Golborne""
  },
  {
    ""latitude"": 53.58,
    ""longitude"": -2.663,
    ""name"": ""Standish""
  },
  {
    ""latitude"": 53.532,
    ""longitude"": -2.618,
    ""name"": ""Ince-in-Makerfield""
  },
  {
    ""latitude"": 53.512,
    ""longitude"": -2.468,
    ""name"": ""Tyldesley""
  },
  {
    ""latitude"": 53.59,
    ""longitude"": -2.69,
    ""name"": ""Shevington""
  }
]"
E08000011,"[
  {
    ""latitude"": 53.4548,
    ""longitude"": -2.8977,
    ""name"": ""Knowsley""
  },
  {
    ""latitude"": 53.4131,
    ""longitude"": -2.8427,
    ""name"": ""Huyton""
  },
  {
    ""latitude"": 53.4789,
    ""longitude"": -2.8991,
    ""name"": ""Kirkby""
  },
  {
    ""latitude"": 53.4261,
    ""longitude"": -2.8103,
    ""name"": ""Prescot""
  },
  {
    ""latitude"": 53.3667,
    ""longitude"": -2.8278,
    ""name"": ""Halewood""
  },
  {
    ""latitude"": 53.4167,
    ""longitude"": -2.7825,
    ""name"": ""Whiston""
  },
  {
    ""latitude"": 53.3833,
    ""longitude"": -2.7667,
    ""name"": ""Cronton""
  },
  {
    ""latitude"": 53.4333,
    ""longitude"": -2.8667,
    ""name"": ""Stockbridge Village""
  },
  {
    ""latitude"": 53.4167,
    ""longitude"": -2.85,
    ""name"": ""Roby""
  },
  {
    ""latitude"": 53.3833,
    ""longitude"": -2.8333,
    ""name"": ""Tarbock""
  }
]"
E09000032,"[
  {
    ""latitude"": 51.4571,
    ""longitude"": -0.1941,
    ""name"": ""Wandsworth""
  },
  {
    ""latitude"": 51.4613,
    ""longitude"": -0.2167,
    ""name"": ""Putney""
  },
  {
    ""latitude"": 51.4736,
    ""longitude"": -0.1477,
    ""name"": ""Battersea""
  },
  {
    ""latitude"": 51.4275,
    ""longitude"": -0.1683,
    ""name"": ""Tooting""
  },
  {
    ""latitude"": 51.4428,
    ""longitude"": -0.1525,
    ""name"": ""Balham""
  },
  {
    ""latitude"": 51.4646,
    ""longitude"": -0.1702,
    ""name"": ""Clapham Junction""
  },
  {
    ""latitude"": 51.4449,
    ""longitude"": -0.1883,
    ""name"": ""Earlsfield""
  },
  {
    ""latitude"": 51.4453,
    ""longitude"": -0.2067,
    ""name"": ""Southfields""
  },
  {
    ""latitude"": 51.4528,
    ""longitude"": -0.2425,
    ""name"": ""Roehampton""
  },
  {
    ""latitude"": 51.4813,
    ""longitude"": -0.1367,
    ""name"": ""Nine Elms""
  }
]"
E09000033,"[
  {
    ""latitude"": 51.4975,
    ""longitude"": -0.134,
    ""name"": ""Westminster""
  },
  {
    ""latitude"": 51.4893,
    ""longitude"": -0.1367,
    ""name"": ""Pimlico""
  },
  {
    ""latitude"": 51.5134,
    ""longitude"": -0.1337,
    ""name"": ""Soho""
  },
  {
    ""latitude"": 51.51,
    ""longitude"": -0.1458,
    ""name"": ""Mayfair""
  },
  {
    ""latitude"": 51.5225,
    ""longitude"": -0.1534,
    ""name"": ""Marylebone""
  },
  {
    ""latitude"": 51.5117,
    ""longitude"": -0.124,
    ""name"": ""Covent Garden""
  },
  {
    ""latitude"": 51.505,
    ""longitude"": -0.1365,
    ""name"": ""St James's""
  },
  {
    ""latitude"": 51.5125,
    ""longitude"": -0.1875,
    ""name"": ""Bayswater""
  },
  {
    ""latitude"": 51.5173,
    ""longitude"": -0.1746,
    ""name"": ""Paddington""
  },
  {
    ""latitude"": 51.495,
    ""longitude"": -0.1425,
    ""name"": ""Victoria""
  }
]"
E07000105,"[
  {
    ""latitude"": 51.1465,
    ""longitude"": 0.8724,
    ""name"": ""Ashford""
  },
  {
    ""latitude"": 51.0695,
    ""longitude"": 0.6905,
    ""name"": ""Tenterden""
  },
  {
    ""latitude"": 51.2055,
    ""longitude"": 0.7921,
    ""name"": ""Charing""
  },
  {
    ""latitude"": 51.1829,
    ""longitude"": 0.9374,
    ""name"": ""Wye""
  },
  {
    ""latitude"": 51.0667,
    ""longitude"": 0.8667,
    ""name"": ""Hamstreet""
  },
  {
    ""latitude"": 51.1167,
    ""longitude"": 0.8667,
    ""name"": ""Kingsnorth""
  },
  {
    ""latitude"": 51.2333,
    ""longitude"": 0.9667,
    ""name"": ""Chilham""
  },
  {
    ""latitude"": 51.1167,
    ""longitude"": 0.75,
    ""name"": ""Bethersden""
  },
  {
    ""latitude"": 51.0833,
    ""longitude"": 0.7833,
    ""name"": ""Woodchurch""
  },
  {
    ""latitude"": 51.1167,
    ""longitude"": 0.6333,
    ""name"": ""Biddenden""
  }
]"
E07000106,"[
  {
    ""latitude"": 51.2802,
    ""longitude"": 1.0789,
    ""name"": ""Canterbury""
  },
  {
    ""latitude"": 51.3582,
    ""longitude"": 1.0255,
    ""name"": ""Whitstable""
  },
  {
    ""latitude"": 51.3724,
    ""longitude"": 1.1272,
    ""name"": ""Herne Bay""
  },
  {
    ""latitude"": 51.2977,
    ""longitude"": 1.1211,
    ""name"": ""Sturry""
  },
  {
    ""latitude"": 51.2333,
    ""longitude"": 1.1333,
    ""name"": ""Bridge""
  },
  {
    ""latitude"": 51.25,
    ""longitude"": 1.0167,
    ""name"": ""Chartham""
  },
  {
    ""latitude"": 51.2667,
    ""longitude"": 1.1667,
    ""name"": ""Littlebourne""
  },
  {
    ""latitude"": 51.3,
    ""longitude"": 1.0667,
    ""name"": ""Blean""
  },
  {
    ""latitude"": 51.2667,
    ""longitude"": 1.075,
    ""name"": ""Wincheap""
  },
  {
    ""latitude"": 51.2833,
    ""longitude"": 1.1333,
    ""name"": ""Fordwich""
  }
]"
E07000107,"[
  {
    ""latitude"": 51.4414,
    ""longitude"": 0.2176,
    ""name"": ""Dartford""
  },
  {
    ""latitude"": 51.4486,
    ""longitude"": 0.3061,
    ""name"": ""Swanscombe""
  },
  {
    ""latitude"": 51.4508,
    ""longitude"": 0.2824,
    ""name"": ""Greenhithe""
  },
  {
    ""latitude"": 51.3953,
    ""longitude"": 0.2857,
    ""name"": ""Longfield""
  },
  {
    ""latitude"": 51.45,
    ""longitude"": 0.2667,
    ""name"": ""Stone""
  },
  {
    ""latitude"": 51.425,
    ""longitude"": 0.2167,
    ""name"": ""Wilmington""
  },
  {
    ""latitude"": 51.4167,
    ""longitude"": 0.2833,
    ""name"": ""Bean""
  },
  {
    ""latitude"": 51.3917,
    ""longitude"": 0.2333,
    ""name"": ""Sutton-at-Hone""
  },
  {
    ""latitude"": 51.4,
    ""longitude"": 0.3,
    ""name"": ""New Barn""
  },
  {
    ""latitude"": 51.4167,
    ""longitude"": 0.25,
    ""name"": ""Darenth""
  }
]"
E07000108,"[
  {
    ""latitude"": 51.7361,
    ""longitude"": 0.4735,
    ""name"": ""Chelmsford""
  },
  {
    ""latitude"": 51.6433,
    ""longitude"": 0.6014,
    ""name"": ""South Woodham Ferrers""
  },
  {
    ""latitude"": 51.7167,
    ""longitude"": 0.4917,
    ""name"": ""Great Baddow""
  },
  {
    ""latitude"": 51.7333,
    ""longitude"": 0.4278,
    ""name"": ""Writtle""
  },
  {
    ""latitude"": 51.7167,
    ""longitude"": 0.5833,
    ""name"": ""Danbury""
  },
  {
    ""latitude"": 51.6833,
    ""longitude"": 0.5667,
    ""name"": ""Bicknacre""
  },
  {
    ""latitude"": 51.7,
    ""longitude"": 0.4833,
    ""name"": ""Galleywood""
  },
  {
    ""latitude"": 51.6667,
    ""longitude"": 0.45,
    ""name"": ""Stock""
  },
  {
    ""latitude"": 51.75,
    ""longitude"": 0.4667,
    ""name"": ""Broomfield""
  },
  {
    ""latitude"": 51.8,
    ""longitude"": 0.5,
    ""name"": ""Great Leighs""
  }
]"
E07000109,"[
  {
    ""latitude"": 51.0632,
    ""longitude"": -1.3132,
    ""name"": ""Winchester""
  },
  {
    ""latitude"": 51.0895,
    ""longitude"": -1.1595,
    ""name"": ""Alresford""
  },
  {
    ""latitude"": 50.9544,
    ""longitude"": -1.2119,
    ""name"": ""Bishop's Waltham""
  },
  {
    ""latitude"": 50.9003,
    ""longitude"": -1.1886,
    ""name"": ""Wickham""
  },
  {
    ""latitude"": 50.8806,
    ""longitude"": -1.0375,
    ""name"": ""Denmead""
  },
  {
    ""latitude"": 51.0897,
    ""longitude"": -1.2953,
    ""name"": ""Kings Worthy""
  },
  {
    ""latitude"": 50.9833,
    ""longitude"": -1.2833,
    ""name"": ""Colden Common""
  },
  {
    ""latitude"": 50.9167,
    ""longitude"": -1.1667,
    ""name"": ""Swanmore""
  },
  {
    ""latitude"": 50.8667,
    ""longitude"": -1.25,
    ""name"": ""Whiteley""
  },
  {
    ""latitude"": 51.0167,
    ""longitude"": -1.3167,
    ""name"": ""Twyford""
  }
]"
E07000110,"[
  {
    ""latitude"": 51.272,
    ""longitude"": 0.529,
    ""name"": ""Maidstone""
  },
  {
    ""latitude"": 51.167,
    ""longitude"": 0.552,
    ""name"": ""Staplehurst""
  },
  {
    ""latitude"": 51.167,
    ""longitude"": 0.63,
    ""name"": ""Headcorn""
  },
  {
    ""latitude"": 51.173,
    ""longitude"": 0.493,
    ""name"": ""Marden""
  },
  {
    ""latitude"": 51.242,
    ""longitude"": 0.687,
    ""name"": ""Harrietsham""
  },
  {
    ""latitude"": 51.233,
    ""longitude"": 0.718,
    ""name"": ""Lenham""
  },
  {
    ""latitude"": 51.275,
    ""longitude"": 0.578,
    ""name"": ""Bearsted""
  },
  {
    ""latitude"": 51.217,
    ""longitude"": 0.434,
    ""name"": ""Yalding""
  },
  {
    ""latitude"": 51.233,
    ""longitude"": 0.5,
    ""name"": ""Coxheath""
  },
  {
    ""latitude"": 51.245,
    ""longitude"": 0.483,
    ""name"": ""East Farleigh""
  }
]"
E07000111,"[
  {
    ""latitude"": 51.2747,
    ""longitude"": 0.1919,
    ""name"": ""Sevenoaks""
  },
  {
    ""latitude"": 51.4011,
    ""longitude"": 0.1733,
    ""name"": ""Swanley""
  },
  {
    ""latitude"": 51.1919,
    ""longitude"": 0.0644,
    ""name"": ""Edenbridge""
  },
  {
    ""latitude"": 51.265,
    ""longitude"": 0.068,
    ""name"": ""Westerham""
  },
  {
    ""latitude"": 51.3119,
    ""longitude"": 0.19,
    ""name"": ""Otford""
  },
  {
    ""latitude"": 51.3667,
    ""longitude"": 0.3,
    ""name"": ""New Ash Green""
  },
  {
    ""latitude"": 51.3833,
    ""longitude"": 0.3167,
    ""name"": ""Hartley""
  },
  {
    ""latitude"": 51.3333,
    ""longitude"": 0.25,
    ""name"": ""West Kingsdown""
  },
  {
    ""latitude"": 51.4,
    ""longitude"": 0.1833,
    ""name"": ""Hextable""
  },
  {
    ""latitude"": 51.3,
    ""longitude"": 0.2333,
    ""name"": ""Kemsing""
  }
]"
E07000112,"[
  {
    ""latitude"": 51.0807,
    ""longitude"": 1.1786,
    ""name"": ""Folkestone""
  },
  {
    ""latitude"": 51.0667,
    ""longitude"": 1.0833,
    ""name"": ""Hythe""
  },
  {
    ""latitude"": 50.9861,
    ""longitude"": 0.9436,
    ""name"": ""New Romney""
  },
  {
    ""latitude"": 50.9519,
    ""longitude"": 0.9042,
    ""name"": ""Lydd""
  },
  {
    ""latitude"": 51.1167,
    ""longitude"": 1.1667,
    ""name"": ""Hawkinge""
  },
  {
    ""latitude"": 51.0208,
    ""longitude"": 0.9958,
    ""name"": ""Dymchurch""
  },
  {
    ""latitude"": 51.1,
    ""longitude"": 0.9833,
    ""name"": ""Sellindge""
  },
  {
    ""latitude"": 51.0833,
    ""longitude"": 1.0333,
    ""name"": ""Lympne""
  },
  {
    ""latitude"": 51.15,
    ""longitude"": 1.1333,
    ""name"": ""Elham""
  },
  {
    ""latitude"": 51.0667,
    ""longitude"": 1.15,
    ""name"": ""Sandgate""
  }
]"
E07000113,"[
  {
    ""latitude"": 52.6473,
    ""longitude"": 0.6873,
    ""name"": ""Swaffham""
  },
  {
    ""latitude"": 52.6813,
    ""longitude"": 0.9428,
    ""name"": ""Dereham""
  },
  {
    ""latitude"": 52.5698,
    ""longitude"": 0.8275,
    ""name"": ""Watton""
  },
  {
    ""latitude"": 52.5167,
    ""longitude"": 1.0167,
    ""name"": ""Attleborough""
  },
  {
    ""latitude"": 52.4138,
    ""longitude"": 0.7459,
    ""name"": ""Thetford""
  },
  {
    ""latitude"": 52.5667,
    ""longitude"": 1.1167,
    ""name"": ""Wymondham""
  },
  {
    ""latitude"": 52.6333,
    ""longitude"": 0.8722,
    ""name"": ""Shipdham""
  },
  {
    ""latitude"": 52.65,
    ""longitude"": 0.7667,
    ""name"": ""Necton""
  },
  {
    ""latitude"": 52.5333,
    ""longitude"": 0.95,
    ""name"": ""Great Ellingham""
  },
  {
    ""latitude"": 52.6667,
    ""longitude"": 1.0333,
    ""name"": ""Mattishall""
  }
]"
E07000114,"[
  {
    ""latitude"": 51.3575,
    ""longitude"": 1.3156,
    ""name"": ""Thanet""
  },
  {
    ""latitude"": 51.3891,
    ""longitude"": 1.3839,
    ""name"": ""Margate""
  },
  {
    ""latitude"": 51.3355,
    ""longitude"": 1.4189,
    ""name"": ""Ramsgate""
  },
  {
    ""latitude"": 51.36,
    ""longitude"": 1.44,
    ""name"": ""Broadstairs""
  },
  {
    ""latitude"": 51.383,
    ""longitude"": 1.3386,
    ""name"": ""Westgate-on-Sea""
  },
  {
    ""latitude"": 51.3769,
    ""longitude"": 1.3039,
    ""name"": ""Birchington-on-Sea""
  },
  {
    ""latitude"": 51.39,
    ""longitude"": 1.4,
    ""name"": ""Cliftonville""
  },
  {
    ""latitude"": 51.33,
    ""longitude"": 1.32,
    ""name"": ""Minster""
  },
  {
    ""latitude"": 51.365,
    ""longitude"": 1.42,
    ""name"": ""St Peters""
  },
  {
    ""latitude"": 51.36,
    ""longitude"": 1.39,
    ""name"": ""Westwood""
  }
]"
E07000115,"[
  {
    ""latitude"": 51.1955,
    ""longitude"": 0.2752,
    ""name"": ""Tonbridge""
  },
  {
    ""latitude"": 51.2747,
    ""longitude"": 0.1919,
    ""name"": ""Sevenoaks""
  },
  {
    ""latitude"": 51.1956,
    ""longitude"": 0.0645,
    ""name"": ""Edenbridge""
  },
  {
    ""latitude"": 51.2667,
    ""longitude"": 0.068,
    ""name"": ""Westerham""
  },
  {
    ""latitude"": 51.3973,
    ""longitude"": 0.1728,
    ""name"": ""Swanley""
  },
  {
    ""latitude"": 51.31,
    ""longitude"": 0.19,
    ""name"": ""Otford""
  },
  {
    ""latitude"": 51.1833,
    ""longitude"": 0.1833,
    ""name"": ""Penshurst""
  },
  {
    ""latitude"": 51.1833,
    ""longitude"": 0.15,
    ""name"": ""Chiddingstone""
  },
  {
    ""latitude"": 51.2,
    ""longitude"": 0.2167,
    ""name"": ""Leigh""
  },
  {
    ""latitude"": 51.1833,
    ""longitude"": 0.1,
    ""name"": ""Hever""
  }
]"
E07000116,"[
  {
    ""latitude"": 51.1325,
    ""longitude"": 0.2673,
    ""name"": ""Tunbridge Wells""
  },
  {
    ""latitude"": 51.1561,
    ""longitude"": 0.2559,
    ""name"": ""Southborough""
  },
  {
    ""latitude"": 51.1781,
    ""longitude"": 0.3886,
    ""name"": ""Paddock Wood""
  },
  {
    ""latitude"": 51.0968,
    ""longitude"": 0.5372,
    ""name"": ""Cranbrook""
  },
  {
    ""latitude"": 51.0476,
    ""longitude"": 0.5115,
    ""name"": ""Hawkhurst""
  },
  {
    ""latitude"": 51.1503,
    ""longitude"": 0.3093,
    ""name"": ""Pembury""
  },
  {
    ""latitude"": 51.1242,
    ""longitude"": 0.2208,
    ""name"": ""Langton Green""
  },
  {
    ""latitude"": 51.1151,
    ""longitude"": 0.4617,
    ""name"": ""Goudhurst""
  },
  {
    ""latitude"": 51.0806,
    ""longitude"": 0.4033,
    ""name"": ""Lamberhurst""
  },
  {
    ""latitude"": 51.1333,
    ""longitude"": 0.45,
    ""name"": ""Horsmonden""
  }
]"
